Date,Min_Price_Bastnaesite-4625,Max_Price_Bastnaesite-4625,Min_Price_category-Rare_Earth,Max_Price_category-Rare_Earth,Min_Price_Cerium_Carbonate-496,Max_Price_Cerium_Carbonate-496,Min_Price_Cerium_Carbonate-543,Max_Price_Cerium_Carbonate-543,Min_Price_Cerium_Metal-494,Max_Price_Cerium_Metal-494,Min_Price_Cerium_Metal-495,Max_Price_Cerium_Metal-495,Min_Price_Cerium_Oxide-497,Max_Price_Cerium_Oxide-497,Min_Price_Cerium_Oxide-498,Max_Price_Cerium_Oxide-498,Min_Price_Cerium_Oxide-544,Max_Price_Cerium_Oxide-544,Min_Price_Cerium_Oxide-560,Max_Price_Cerium_Oxide-560,Min_Price_Dysprosium_Metal-499,Max_Price_Dysprosium_Metal-499,Min_Price_Dysprosium_Metal-500,Max_Price_Dysprosium_Metal-500,Min_Price_Dysprosium_Oxide-501,Max_Price_Dysprosium_Oxide-501,Min_Price_Dysprosium_Oxide-502,Max_Price_Dysprosium_Oxide-502,Min_Price_Erbium_Oxide-505,Max_Price_Erbium_Oxide-505,Min_Price_Erbium_Oxide-542,Max_Price_Erbium_Oxide-542,Min_Price_Europium_Metal-506,Max_Price_Europium_Metal-506,Min_Price_Europium_Oxide-507,Max_Price_Europium_Oxide-507,Min_Price_Europium_Oxide-508,Max_Price_Europium_Oxide-508,Min_Price_Ferro-dysprosium-503,Max_Price_Ferro-dysprosium-503,Min_Price_Ferro-dysprosium-504,Max_Price_Ferro-dysprosium-504,Min_Price_Ferro-gadolinium-509,Max_Price_Ferro-gadolinium-509,Min_Price_Ferro-holmium-554,Max_Price_Ferro-holmium-554,Min_Price_Gadolinium_Oxide-510,Max_Price_Gadolinium_Oxide-510,Min_Price_Gadolinium_Oxide-545,Max_Price_Gadolinium_Oxide-545,Min_Price_Holmium_Oxide-553,Max_Price_Holmium_Oxide-553,Min_Price_Ionic_RE_Conc.-4624,Max_Price_Ionic_RE_Conc.-4624,Min_Price_LaCe_Carbonate-4424,Max_Price_LaCe_Carbonate-4424,Min_Price_LaCe_Chloride-550,Max_Price_LaCe_Chloride-550,Min_Price_Lanthanum_Metal-511,Max_Price_Lanthanum_Metal-511,Min_Price_Lanthanum_Metal-512,Max_Price_Lanthanum_Metal-512,Min_Price_Lanthanum_Oxide-513,Max_Price_Lanthanum_Oxide-513,Min_Price_Lanthanum_Oxide-514,Max_Price_Lanthanum_Oxide-514,Min_Price_Lanthanum_Oxide-539,Max_Price_Lanthanum_Oxide-539,Min_Price_Lanthanum_Oxide-540,Max_Price_Lanthanum_Oxide-540,Min_Price_Lutetium_Oxide-551,Max_Price_Lutetium_Oxide-551,Min_Price_Monazite-4626,Max_Price_Monazite-4626,Min_Price_NdFeB-4531,Max_Price_NdFeB-4531,Min_Price_NdFeB-4532,Max_Price_NdFeB-4532,Min_Price_NdFeB-4533,Max_Price_NdFeB-4533,Min_Price_NdFeB-4534,Max_Price_NdFeB-4534,Min_Price_NdFeB-4535,Max_Price_NdFeB-4535,Min_Price_NdFeB-4536,Max_Price_NdFeB-4536,Min_Price_NdFeB-4537,Max_Price_NdFeB-4537,Min_Price_NdFeB-4538,Max_Price_NdFeB-4538,Min_Price_NdFeB-4539,Max_Price_NdFeB-4539,Min_Price_NdFeB-4540,Max_Price_NdFeB-4540,Min_Price_Neodymium_Metal-518,Max_Price_Neodymium_Metal-518,Min_Price_Neodymium_Metal-519,Max_Price_Neodymium_Metal-519,Min_Price_Neodymium_Oxide-520,Max_Price_Neodymium_Oxide-520,Min_Price_Neodymium_Oxide-521,Max_Price_Neodymium_Oxide-521,Min_Price_Praseodymium_Metal-522,Max_Price_Praseodymium_Metal-522,Min_Price_Praseodymium_Oxide-523,Max_Price_Praseodymium_Oxide-523,Min_Price_Praseodymium_Oxide-524,Max_Price_Praseodymium_Oxide-524,Min_Price_Praseodymium_Oxide-561,Max_Price_Praseodymium_Oxide-561,Min_Price_PrNd_Mischmetal-526,Max_Price_PrNd_Mischmetal-526,Min_Price_PrNd_Mischmetal-527,Max_Price_PrNd_Mischmetal-527,Min_Price_PrNd_Oxide-525,Max_Price_PrNd_Oxide-525,Min_Price_Samarium_Metal-529,Max_Price_Samarium_Metal-529,Min_Price_Samarium_Metal-530,Max_Price_Samarium_Metal-530,Min_Price_Samarium_Oxide-531,Max_Price_Samarium_Oxide-531,Min_Price_Samarium_Oxide-546,Max_Price_Samarium_Oxide-546
2013-11-01,0,0,"28,890.16","29,132.93","5,553.50","7,034.43","2,973.99","3,216.76","6,676.30","6,797.68",8.89,11.11,"2,973.99","3,095.37","4,590.89","5,331.36","6,433.52","6,676.30",4.89,5.63,291.33,315.61,481.30,518.33,212.43,230.64,362.83,399.85,40.66,41.88,51.83,55.53,925.58,962.61,546.24,582.66,703.44,740.47,370.23,407.26,214.86,233.06,"22,942.18","23,184.96",54.62,55.84,"21,364.15","21,728.31","28,890.16","29,132.93",53.41,54.62,0,0,0.0,0.0,"2,403.47","2,427.74","6,069.36","6,312.14",7.4,9.63,"2,913.29","3,156.07","4,590.89","5,331.36","6,433.52","6,676.30",9.63,11.85,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,196.50","54,624.25",74.05,77.01,"39,450.84","41,271.65","51,832.65","55,534.99",107.37,114.77,"68,583.78","70,404.58","86,634.58","90,336.91",85.15,88.86,"50,375.69","52,803.44",73.31,77.01,"39,450.84","41,271.65",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-04,0,0,"28,272.92","28,515.61","5,553.09","7,033.91","2,912.23","3,154.92","6,552.52","6,673.87",8.88,11.11,"2,912.23","3,033.58","4,442.47","5,182.88","6,431.18","6,673.87",4.89,5.63,291.22,315.49,481.27,518.29,212.35,230.55,362.8,399.82,40.04,41.26,51.83,55.53,925.51,962.54,546.04,582.45,703.39,740.41,370.21,407.23,214.78,232.98,"22,569.80","22,812.49",54.6,55.82,"20,992.34","21,356.37","28,272.92","28,515.61",53.39,54.6,0,0,0.0,0.0,"2,378.32","2,402.59","6,067.15","6,309.84",7.4,9.63,"2,851.56","3,094.25","4,442.47","5,182.88","6,309.84","6,552.52",8.88,11.11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,177.50","54,604.36",74.04,77.0,"39,436.48","41,256.63","51,828.82","55,530.88",107.36,114.76,"68,558.81","70,378.95","86,628.17","90,330.22",85.15,88.85,"50,357.36","52,784.22",73.3,77.0,"39,436.48","41,256.63",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-05,0,0,"28,317.59","28,560.66","5,558.03","7,040.17","2,916.83","3,159.90","6,562.88","6,684.41",8.89,11.12,"2,916.83","3,038.37","4,298.21","5,039.28","6,441.34","6,684.41",4.67,5.41,291.68,315.99,481.70,518.75,216.33,234.56,363.12,400.18,40.11,41.32,51.87,55.58,926.34,963.39,546.91,583.37,704.02,741.07,370.54,407.59,218.76,236.99,"22,605.46","22,848.53",54.69,55.91,"21,025.51","21,390.11","28,317.59","28,560.66",53.48,54.69,0,0,0.0,0.0,"2,382.08","2,406.39","6,076.74","6,319.81",7.41,9.63,"2,856.07","3,099.14","4,298.21","5,039.28","6,319.81","6,562.88",8.89,11.12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,259.94","54,690.63",74.11,77.07,"39,498.79","41,321.81","51,874.91","55,580.26",111.16,118.57,"68,667.13","70,490.15","86,705.20","90,410.55",85.22,88.93,"50,679.99","53,110.68",73.37,77.07,"39,741.86","41,564.88",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-06,0,0,"28,295.24","28,538.12","5,548.57","7,028.19","2,914.53","3,157.41","6,557.70","6,679.13",8.88,11.1,"2,914.53","3,035.97","4,290.89","5,030.70","6,436.26","6,679.13",4.66,5.4,291.45,315.74,480.88,517.87,216.16,234.38,362.51,399.5,40.07,41.29,51.79,55.49,924.76,961.75,546.47,582.91,702.82,739.81,369.90,406.90,218.59,236.81,"22,587.62","22,830.50",54.65,55.86,"21,008.91","21,373.23","28,295.24","28,538.12",53.43,54.65,0,0,0.0,0.0,"2,380.20","2,404.49","6,071.94","6,314.82",7.4,9.62,"2,853.81","3,096.69","4,290.89","5,030.70","6,314.82","6,557.70",8.88,11.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,218.69","54,647.46",73.98,76.94,"39,467.61","41,289.19","51,786.64","55,485.68",112.45,119.85,"68,612.93","70,434.51","86,557.67","90,256.71",85.08,88.78,"50,639.98","53,068.76",73.24,76.94,"39,710.49","41,532.07",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-07,0,0,"28,617.05","28,862.69","5,611.67","7,108.12","2,947.68","3,193.32","6,632.28","6,755.10",8.98,11.22,"2,947.68","3,070.50","4,115.23","4,863.45","6,509.46","6,755.10",4.71,5.46,294.77,319.33,486.34,523.76,218.62,237.04,366.63,404.04,40.53,41.76,52.38,56.12,935.28,972.69,552.69,589.54,710.81,748.22,374.11,411.52,221.08,239.5,"22,844.51","23,090.15",55.27,56.5,"21,247.85","21,616.31","28,617.05","28,862.69",54.04,55.27,0,0,0.0,0.0,"2,407.27","2,431.83","6,141.00","6,386.64",7.48,9.73,"2,886.27","3,131.91","4,115.23","4,863.45","6,386.64","6,632.28",8.98,11.22,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,812.58","55,268.98",74.82,77.82,"39,916.48","41,758.78","52,375.61","56,116.72",113.73,121.21,"69,393.27","71,235.57","87,542.09","91,283.20",86.05,89.79,"51,215.92","53,672.32",74.07,77.82,"40,162.12","42,004.42",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-08,0,0,"28,476.45","28,720.88","5,584.10","7,073.19","2,933.20","3,177.63","6,599.69","6,721.91",8.19,10.42,"2,933.20","3,055.41","4,095.00","4,839.55","6,477.48","6,721.91",4.69,5.44,293.32,317.76,483.96,521.18,217.55,235.88,364.83,402.05,40.33,41.55,52.12,55.84,930.68,967.91,549.97,586.64,707.32,744.55,372.27,409.50,219.99,238.32,"22,732.27","22,976.71",55.0,56.22,"21,143.46","21,510.11","28,476.45","28,720.88",53.78,55.0,0,0,0.0,0.0,"2,395.44","2,419.89","6,110.83","6,355.26",7.45,9.68,"2,872.09","3,116.52","4,095.00","4,839.55","6,355.26","6,599.69",8.93,11.17,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,553.10","54,997.43",74.45,77.43,"39,720.37","41,553.62","52,118.23","55,840.96",113.17,120.62,"69,052.33","70,885.58","87,111.91","90,834.64",85.62,89.35,"50,964.29","53,408.62",73.71,77.43,"39,964.80","41,798.05",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-11,0,0,"28,558.47","28,803.61","5,599.52","7,092.73","2,941.65","3,186.78","6,618.70","6,741.27",8.21,10.45,"2,941.65","3,064.21","4,106.32","4,852.92","6,496.13","6,741.27",4.7,5.45,294.16,318.68,485.29,522.62,218.17,236.56,365.84,403.17,40.45,41.67,52.26,56.0,933.25,970.58,551.56,588.33,709.27,746.60,373.30,410.63,220.62,239.01,"22,797.75","23,042.89",55.16,56.38,"21,204.36","21,572.06","28,558.47","28,803.61",53.93,55.16,0,0,0.0,0.0,"2,402.34","2,426.86","6,128.43","6,373.56",7.47,9.71,"2,880.36","3,125.50","4,106.32","4,852.92","6,373.56","6,618.70",8.96,11.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,704.47","55,155.85",74.66,77.65,"39,834.78","41,673.31","52,262.21","55,995.22",113.48,120.95,"69,251.23","71,089.76","87,352.55","91,085.56",85.86,89.59,"51,111.08","53,562.45",73.91,77.65,"40,079.91","41,918.44",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-12,0,0,"28,475.40","28,719.83","5,583.68","7,072.66","2,933.09","3,177.51","6,599.45","6,721.66",8.19,10.42,"2,933.09","3,055.30","4,094.70","4,839.19","6,477.24","6,721.66",4.69,5.43,293.31,317.75,483.92,521.14,217.54,235.87,364.8,402.03,40.33,41.55,52.11,55.84,930.61,967.84,549.95,586.62,707.27,744.49,372.25,409.47,219.98,238.31,"22,731.44","22,975.86",55.0,56.22,"21,142.68","21,509.32","28,475.40","28,719.83",53.77,55.0,0,0,0.0,0.0,"2,395.36","2,419.80","6,110.60","6,355.03",7.44,9.68,"2,871.98","3,116.41","4,094.70","4,839.19","6,355.03","6,599.45",8.93,11.17,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,551.18","54,995.42",74.45,77.43,"39,718.91","41,552.09","52,114.35","55,836.81",113.16,120.61,"69,049.80","70,882.98","87,105.42","90,827.87",85.62,89.34,"50,962.42","53,406.66",73.7,77.43,"39,963.34","41,796.52",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-13,0,0,"28,506.76","28,751.45","5,590.76","7,081.63","2,936.32","3,181.01","6,606.72","6,729.06",8.2,10.44,"2,936.32","3,058.67","4,248.98","4,696.24","6,484.37","6,729.06",4.7,5.44,293.63,318.1,484.53,521.80,217.78,236.13,365.26,402.53,40.37,41.6,52.18,55.91,931.79,969.06,550.56,587.26,708.16,745.43,372.72,409.99,220.22,238.58,"22,756.47","23,001.16",55.06,56.28,"21,165.96","21,533.00","28,506.76","28,751.45",53.83,55.06,0,0,0.0,0.0,"2,397.99","2,422.46","6,117.33","6,362.02",7.45,9.69,"2,875.15","3,119.84","4,248.98","4,696.24","6,362.02","6,606.72",8.95,11.18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,609.04","55,055.97",74.54,77.53,"39,762.65","41,597.85","52,180.40","55,907.57",113.31,120.76,"69,125.83","70,961.03","87,215.80","90,942.97",85.72,89.45,"51,018.54","53,465.47",73.8,77.53,"40,007.34","41,842.54",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-14,0,0,"28,467.75","28,712.11","5,582.02","7,070.56","2,932.30","3,176.66","6,597.68","6,719.86",8.19,10.42,"2,932.30","3,054.48","4,242.33","4,688.90","6,475.50","6,719.86",4.69,5.43,293.23,317.67,483.77,520.99,217.48,235.81,364.69,401.91,40.32,41.54,52.1,55.82,930.34,967.55,549.81,586.46,707.06,744.27,372.13,409.35,219.92,238.25,"22,725.33","22,969.69",54.98,56.2,"21,137.00","21,503.54","28,467.75","28,712.11",53.76,54.98,0,0,0.0,0.0,"2,394.71","2,419.15","6,108.96","6,353.32",7.44,9.68,"2,871.21","3,115.57","4,242.33","4,688.90","6,353.32","6,597.68",8.93,11.16,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,537.05","54,980.63",74.43,77.4,"39,708.24","41,540.92","52,098.84","55,820.18",113.13,120.57,"69,031.24","70,863.93","87,079.49","90,800.83",85.59,89.31,"50,948.72","53,392.31",73.68,77.4,"39,952.59","41,785.28",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-15,0,0,"28,412.90","28,656.79","5,572.07","7,057.95","2,926.65","3,170.54","6,584.96","6,706.91",8.17,10.4,"2,926.65","3,048.59","4,234.77","4,680.53","6,463.02","6,706.91",4.68,5.42,292.67,317.05,482.91,520.06,217.06,235.35,364.04,401.19,40.24,41.46,52.01,55.72,928.68,965.82,548.75,585.33,705.79,742.94,371.47,408.62,219.5,237.79,"22,681.54","22,925.43",54.87,56.09,"21,096.27","21,462.11","28,412.90","28,656.79",53.66,54.87,0,0,0.0,0.0,"2,390.10","2,414.49","6,097.19","6,341.08",7.43,9.66,"2,865.68","3,109.57","4,234.77","4,680.53","6,341.08","6,584.96",8.92,11.14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,435.83","54,874.70",74.29,77.27,"39,631.73","41,460.89","52,005.94","55,720.65",112.93,120.36,"68,898.24","70,727.39","86,924.22","90,638.93",85.44,89.15,"50,850.56","53,289.43",73.55,77.27,"39,875.62","41,704.77",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-18,0,0,"28,301.43","28,544.36","5,548.57","7,028.19","2,915.17","3,158.10","6,559.13","6,680.59",8.14,10.36,"2,915.17","3,036.63","4,216.91","4,660.80","6,437.66","6,680.59",4.66,5.4,291.52,315.81,480.88,517.87,216.21,234.43,362.51,399.5,40.08,41.3,51.79,55.49,924.76,961.75,546.59,583.03,702.82,739.81,369.90,406.90,218.64,236.86,"22,592.56","22,835.49",54.66,55.87,"21,013.51","21,377.90","28,301.43","28,544.36",53.44,54.66,0,0,0.0,0.0,"2,380.72","2,405.01","6,073.27","6,316.20",7.4,9.62,"2,854.44","3,097.37","4,216.91","4,660.80","6,316.20","6,559.13",8.88,11.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,230.10","54,659.41",73.98,76.94,"39,476.24","41,298.22","51,786.64","55,485.68",112.45,119.85,"68,627.93","70,449.91","86,557.67","90,256.71",85.08,88.78,"50,651.05","53,080.36",73.24,76.94,"39,719.17","41,541.15",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-19,0,0,"28,320.00","28,563.09","5,554.73","7,035.99","2,917.08","3,160.17","6,563.43","6,684.98",8.15,10.37,"2,917.08","3,038.63","4,221.60","4,665.98","6,441.89","6,684.98",4.67,5.41,291.71,316.02,481.41,518.44,216.35,234.58,362.91,399.94,40.11,41.33,51.84,55.55,925.79,962.82,546.95,583.42,703.60,740.63,370.32,407.35,218.78,237.01,"22,607.39","22,850.48",54.7,55.91,"21,027.30","21,391.93","28,320.00","28,563.09",53.48,54.7,0,0,0.0,0.0,"2,309.36","2,333.67","6,077.25","6,320.34",7.41,9.63,"2,856.31","3,099.40","4,221.60","4,665.98","6,320.34","6,563.43",8.89,11.11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,264.38","54,695.29",74.06,77.03,"39,502.15","41,325.33","51,844.17","55,547.33",112.58,119.98,"68,672.97","70,496.15","86,653.83","90,356.98",85.17,88.88,"50,684.30","53,115.20",73.32,77.03,"39,745.24","41,568.42",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-20,0,0,"28,265.04","28,507.65","5,544.47","7,022.99","2,911.42","3,154.04","6,550.70","6,672.00",8.13,10.35,"2,911.42","3,032.73","4,213.79","4,657.35","6,429.39","6,672.00",4.66,5.4,291.14,315.4,480.52,517.48,215.93,234.13,362.24,399.2,40.03,41.25,51.75,55.44,924.08,961.04,545.89,582.28,702.30,739.26,369.63,406.59,218.36,236.55,"22,563.51","22,806.12",54.59,55.8,"20,986.49","21,350.41","28,265.04","28,507.65",53.38,54.59,0,0,0.0,0.0,"2,304.87","2,329.14","6,065.46","6,308.08",7.39,9.61,"2,850.77","3,093.38","4,213.79","4,657.35","6,308.08","6,550.70",8.87,11.09,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,162.94","54,589.13",73.93,76.88,"39,425.48","41,245.12","51,748.36","55,444.67",116.06,123.46,"68,539.68","70,359.32","88,711.47","92,407.78",85.02,88.71,"50,585.92","53,012.11",73.19,76.88,"39,668.10","41,487.74",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-21,0,0,"28,386.25","28,629.91","5,567.10","7,051.66","2,923.91","3,167.56","6,578.79","6,700.62",8.17,10.39,"2,923.91","3,045.73","4,231.00","4,676.37","6,456.96","6,700.62",4.68,5.42,292.39,316.76,475.06,512.17,216.86,235.13,356.29,393.41,40.2,41.42,51.96,55.67,927.85,964.96,548.23,584.78,705.17,742.28,363.72,400.83,219.29,237.57,"22,294.78","22,538.44",54.82,56.04,"20,711.00","21,076.48","28,386.25","28,629.91",53.6,54.82,0,0,0.0,0.0,"2,314.76","2,339.12","6,091.47","6,335.13",7.42,9.65,"2,862.99","3,106.65","4,231.00","4,676.37","6,335.13","6,578.79",8.91,11.13,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"52,386.64","54,823.23",74.23,77.2,"39,594.55","41,421.99","51,959.62","55,671.02",116.54,123.96,"68,833.61","70,661.05","89,073.63","92,785.04",85.36,89.07,"50,802.86","53,239.44",73.49,77.2,"39,838.21","41,665.65",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-22,0,0,"28,281.85","28,524.61","5,548.16","7,027.67","2,913.15","3,155.91","6,554.59","6,675.97",8.14,10.36,"2,913.15","3,034.53","4,216.60","4,660.45","6,433.21","6,675.97",4.66,5.4,285.25,309.52,473.44,510.43,212.42,230.62,355.08,392.07,40.06,41.27,51.78,55.48,924.69,961.68,546.22,582.63,702.77,739.75,362.48,399.47,214.84,233.05,"21,848.64","22,091.40",54.62,55.84,"20,270.68","20,634.82","28,281.85","28,524.61",53.41,54.62,0,0,0.0,0.0,"2,306.25","2,330.52","6,069.07","6,311.83",7.4,9.62,"2,852.46","3,095.22","4,216.60","4,660.45","6,311.83","6,554.59",8.88,11.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"51,587.06","54,014.69",73.98,76.93,"38,842.02","40,662.74","51,782.81","55,481.58",116.14,123.54,"68,580.45","70,401.17","88,770.53","92,469.30",85.07,88.77,"50,373.25","52,800.87",73.24,76.93,"39,448.93","41,269.65",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-25,0,0,"28,295.93","28,538.81","5,549.80","7,029.75","2,914.60","3,157.49","6,557.85","6,679.30",8.14,10.36,"2,914.60","3,036.04","4,217.85","4,661.83","6,436.41","6,679.30",4.59,5.33,285.39,309.68,473.58,510.58,212.52,230.74,355.19,392.19,40.08,41.29,51.8,55.5,924.97,961.97,546.49,582.92,702.97,739.97,362.59,399.59,214.95,233.17,"21,616.63","21,859.52",54.65,55.86,"20,037.89","20,402.22","28,295.93","28,538.81",53.43,54.65,0,0,0.0,0.0,"2,307.39","2,331.68","6,072.09","6,314.97",7.4,9.62,"2,853.88","3,096.76","4,217.85","4,661.83","6,314.97","6,557.85",8.88,11.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"51,612.75","54,041.58",74.0,76.96,"38,861.36","40,682.99","51,798.14","55,498.00",116.18,123.58,"68,614.59","70,436.22","88,796.80","92,496.67",85.1,88.8,"50,155.45","52,584.28",73.26,76.96,"39,468.57","41,290.20",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-26,0,0,"28,232.16","28,474.49","5,536.28","7,012.62","2,908.03","3,150.37","6,543.08","6,664.24",8.12,10.33,"2,908.03","3,029.20","4,207.57","4,650.48","6,421.91","6,664.24",4.58,5.31,284.74,308.98,472.43,509.34,212.04,230.22,354.32,391.23,41.2,42.41,51.67,55.36,922.71,959.62,545.26,581.61,701.26,738.17,361.70,398.61,214.47,232.64,"21,567.91","21,810.25",54.53,55.74,"19,992.73","20,356.23","28,232.16","28,474.49",53.31,54.53,0,0,0.0,0.0,"2,302.19","2,326.43","6,058.40","6,300.74",7.38,9.6,"2,847.45","3,089.79","4,207.57","4,650.48","6,300.74","6,543.08",8.86,11.07,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"51,496.43","53,919.79",73.82,76.77,"38,773.78","40,591.30","51,671.96","55,362.81",115.89,123.27,"69,671.63","71,489.16","88,580.50","92,271.35",84.89,88.58,"50,042.41","52,465.77",73.08,76.77,"39,379.62","41,197.14",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-27,0,0,"28,126.85","28,368.28","5,516.33","6,987.35","2,897.19","3,138.62","6,518.67","6,639.38",8.09,10.3,"2,897.19","3,017.90","4,118.86","4,560.16","6,397.95","6,639.38",4.56,5.3,283.68,307.83,470.73,507.50,211.25,229.36,353.05,389.82,41.04,42.25,51.49,55.16,919.39,956.16,543.22,579.44,698.73,735.51,360.40,397.18,213.67,231.77,"21,487.46","21,728.90",54.32,55.53,"19,918.15","20,280.30","28,126.85","28,368.28",53.12,54.32,0,0,0.0,0.0,"2,293.61","2,317.75","6,035.80","6,277.24",7.36,9.56,"2,836.83","3,078.26","4,192.41","4,633.72","6,277.24","6,518.67",8.83,11.03,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"50,700.76","53,115.08",73.55,76.49,"38,629.15","40,439.89","51,485.73","55,163.28",115.48,122.83,"69,411.75","71,222.49","88,261.25","91,938.81",84.58,88.26,"49,855.74","52,270.07",72.82,76.49,"39,232.73","41,043.47",0.0,0.0,0.0,0.0,0,0,0,0
2013-11-28,0,0,"28,137.04","28,378.56","5,517.95","6,989.41","2,898.24","3,139.76","6,521.03","6,641.79",8.09,10.3,"2,777.48","2,898.24","4,046.50","4,487.93","6,400.27","6,641.79",4.56,5.3,283.79,307.94,470.87,507.65,211.33,229.44,353.15,389.94,41.06,42.27,51.5,55.18,919.66,956.44,543.42,579.65,698.94,735.73,360.51,397.29,213.74,231.86,"21,495.25","21,736.77",54.34,55.55,"19,563.09","19,925.37","28,137.04","28,378.56",53.13,54.34,0,0,0.0,0.0,"2,270.28","2,294.44","6,037.99","6,279.51",7.36,9.56,"2,777.48","3,019.00","4,193.64","4,635.08","6,158.75","6,400.27",8.83,11.04,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"50,719.12","53,134.32",73.57,76.52,"38,643.14","40,454.54","51,500.88","55,179.52",115.51,122.87,"69,436.90","71,248.29","88,287.23","91,965.86",84.61,88.29,"49,873.81","52,289.00",72.84,76.52,"39,246.94","41,058.34",0.0,0.0,0.0,0.0,0,0,0,0
